FactoryName;Factory Type;Product Type Type;Nike, Inc. Brand(s);Events;Supplier Group;Address;City;State;PostalCode;Country;Region;Total Workers;Line Workers;% Female Workers;% Migrant Workers
Trischel Fabric (PVT) Ltd;MATERIALS;Apparel;Nike;;MAS HOLDINGS;MAS Fabric Park  Kurunegala Road;Thulhiriya;Kurunegala;71610;Sri Lanka;S ASIA;1072;865;1;2
STRETCHLINE;MATERIALS;Apparel;Nike;;STRETCHLINE;Lot 89 Biyagama Export Processing Zone Walgama Malwana;Malwana;Gampaha;11670;Sri Lanka;S ASIA;2589;1584;12;0
Yegin Industry (Vietnam) Co., Ltd;FINISHED GOODS;Equipment;Nike;;YEGIN;Lot No 36A 37A;Tan Phuoc District;Tin Giang;863900;Vietnam;SE ASIA;800;688;75;0
ECLAT TEXTILE CO., LTD. - DA YUAN FACTORY;FINISHED GOODS - COMPONENTS;Apparel;Nike;;ECLAT;No 134 Dagong Rd  Dayuan Dist;Taoyuan;Taoyuan;33759;Taiwan;N ASIA;324;249;0;69
Brandix Apparel India Pvt Ltd, Unit-2;FINISHED GOODS;Apparel;Nike;;BRANDIX ASIA HOLDINGS;Plot no 07 Adhistan SEZ;Visakhapatnam;Andhra Pradesh;531011;India;S ASIA;3980;3700;91;0
Tai Wah Garments Industry Sdn Bhd Kulai Jaya;FINISHED GOODS;Apparel;Nike;;RAMATEX;G 15 2 Jalan Tan Yoke Fong;Johor Darul Takzim;Johor;81000;Malaysia;S ASIA;1267;1201;30;99
Vietnam Pou Sung Co. Ltd.;FINISHED GOODS;Footwear;Nike;;POU CHEN;Bau Xeo Industrial Zone Hill Village 61;TRANG BOM;Ðng Nai;76318;Vietnam;SE ASIA;15375;11985;82;0
DASS ELDORADO SRL;FINISHED GOODS;Footwear;Nike;;DASS;ALBERTO BEJAR BARRIOS 407;ELDORADO;Misiones;3380;Argentina;AMERICAS;455;345;30;2
PT KMK Global Sports / K1;FINISHED GOODS;Footwear;Nike;;KMK;Cikupa Mas Industrial Estate and Warehouse;Tangerang;Banten;15710;Indonesia;S ASIA;9499;7685;85;0
JOV GARMENT ACCESSORIAL MATERIAL CO., LTD;MATERIALS;Apparel;Nike;;JOV GARMENT ACCESSORIAL MATERIAL;No 226 Pengfeng Road Dakun Industrial Zone;Songjiang;Shanghai;201600;China;N ASIA;111;54;46;0
Kunshan Sabrina Clothes Making Co., Ltd.;FINISHED GOODS;Apparel;Nike;Collegiate;SABRINA;No 31 Kongxiang East Road;Kunshan;Jiangsu;215331;China;N ASIA;817;721;90;0
Celeritas Manufacturing S.A. de C.V.;FINISHED GOODS;Apparel;Nike;;CELERITAS MANUFACTURING S.A. DE C.V.;BOULEVARD DEL EJERCITO NACIONAL KILOMETRO 7 ;SOYAPANGO;San Salvador;11101;El Salvador;AMERICAS;1579;1548;0;0
HONSIN APPAREL SDN. BHD.;FINISHED GOODS;Apparel;Nike;;HONSIN;531 BATU 2 1 2;BATU PAHAT;Johor;83000;Malaysia;S ASIA;902;837;24;81
MAS KREEDA Balangoda ;FINISHED GOODS;Apparel;Nike;;MAS HOLDINGS;Weligepola Road;Balangoda;Ratnapura;70100;Sri Lanka;S ASIA;1464;1280;90;0
Dewhirst Cambodia;FINISHED GOODS;Apparel;Nike;;CASTLECRAFTS;Tuorl Pongror Village;Phnom Penh;Kandaal;12101;Cambodia;SE ASIA;2941;2715;72;1
Jade Textile Cairo;FINISHED GOODS;Apparel;Nike;;YESIM;A 6 Zone 103 and 104;10th of Ramadan;Ash Sharqiyah;12451;Egypt;EMEA;3925;3030;29;11
Zhuji Hengtai Knitting & Textile Co., Ltd.;FINISHED GOODS;Apparel;Nike;;DELTA;No 10 Tianyuan West Road;Zhuji;Zhejiang;311812;China;N ASIA;197;164;59;0
EAGLE NICE JINGMEN GARMENTS CO LTD;FINISHED GOODS;Apparel;Nike;;EAGLE NICE;N0 3 of Fenghuang Road;Jingmen;Hubei;43100;China;N ASIA;680;522;85;0
E-Top (Vietnam) Co.,Ltd;FINISHED GOODS;Apparel;Nike;Collegiate;ECLAT;Lot IX1 IX2 IX3 IX4;Ba Ria-Vung Tau;Bà Ra - Vung Tàu;790000;Vietnam;SE ASIA;2876;2712;97;0
Delta Alfa Corap Ve Tekstil Sanayi Tic Ltd Sti;FINISHED GOODS;Equipment;Nike;Collegiate;DELTA EQ GROUP;Taskopru Mahallesi 16044;Duzce;Düzce;81750;Turkey;EMEA;766;478;62;0
Zhuji Hengan Socks Co Ltd;FINISHED GOODS;Apparel;Nike;;HENGTAI;No 8 Tianyuan West Road Datang Street;zhuji;Zhejiang;311800;China;N ASIA;122;102;50;0
FREETREND INDUSTRIAL (VIETNAM) CO., LTD;FINISHED GOODS;Footwear;Nike;;DEAN SHOES;Saigon Linh Trung 1;Thu Duc;Ho Chi Minh;71314;Vietnam;SE ASIA;10026;8526;85;0
Hi-Tech Apparel Co. Ltd.;FINISHED GOODS;Apparel;Nike;Collegiate;HI TECH;328 Prachauthit Rd  Thoongkru;Bangkok;Bangkok;10140;Thailand;SE ASIA;1316;828;75;52
SHAHI EXPORTS PVT LTD;MATERIALS;Apparel;Nike;;SHAHI;SY NO 156 KIADB INDUSTRIAL AREA;SHIVAMOGGGA;Karnataka;577222;India;S ASIA;1711;1300;0;0
Qingdao Licheng Health Technology Co., Ltd.;FINISHED GOODS;Equipment;Nike;;QINGDAO LICHENG;No 60 Huashuo Road LanGu High tech Industrial Development;Qingdao;Shandong;266200;China;N ASIA;42;32;19;0
NINGBO SHENZHOU KNITTING CO. LTD. (PRINTING MILL & MC);FINISHED GOODS;Apparel;Nike;Collegiate;SHENZHOU;NO 636 Fuchunjiang Road;Ningbo;Zhejiang;315800;China;N ASIA;639;593;49;0
ISA INDUSTRIAL CO LTD (HESHAN) (CHINA);MATERIALS;Footwear;Nike;;ISA;No  1 Xingli Road Hecheng Town;Heshan;Guangdong;529727;China;N ASIA;550;460;45;0
Robinson Manufacturing Company, Dayton;FINISHED GOODS;Apparel;Nike;Collegiate;ROBINSON;1184 Broadway;Dayton;Tennessee;37321;USA;AMERICAS;52;47;77;0
DONGJIN TEXTILE VINA Co., Ltd ;MATERIALS;Footwear;Nike;;DONGJIN;Lot D 8 1 Road No 2;Dong Nai Province;Ðng Nai;76000;Vietnam;SE ASIA;361;300;27;7
Dah Jeng Embroidery;FINISHED GOODS;Apparel;Nike;;EMBLEM SOURCE;No 68 Jiuqiong Street Luzhou District;New Taipei City;New Taipei;24750;Taiwan;N ASIA;85;51;87;49
PAIHO (VIETNAM);MATERIALS;Footwear;Nike;;PAIHO GROUP;Lot 30 32 34 No3 Road Tan Tao Industrial Park;Ho Chi Minh City;Ho Chi Minh;71909;Vietnam;SE ASIA;3371;2781;53;0
Tower Garments (London) Ltd;FINISHED GOODS;Apparel;Nike;;TOWER GARMENTS;Unit J 17 Queensway Enfield;ENFIELD;London-- City of;EN3 4SA;United Kingdom;EMEA;90;90;60;0
RIETVELD SERIGRAFIE BV;FINISHED GOODS;Apparel;Nike;;RIETVELD;INDUSTRIEWEG 50  2382 NW;Zoeterwoude Rijndijk;Zuid-Holland;2382NW;Netherlands;EMEA;31;23;42;61
PRIME ASIA (CHINA);MATERIALS;Footwear;Nike;;PRIME ASIA;YUE YUEN INDUSTRIAL PARK;Dongguan,Guangdong;Guangdong;511700;China;N ASIA;878;588;37;0
ChangShin Inc.;FINISHED GOODS;Footwear;Nike;;CHANGSHIN;242, Jangpyeong-ro, Saha-gu, Busan, Korea;Busan;Busan Gwangyeogsi;604-030;South Korea;N ASIA;1055;353;52;0
Yantai NE Apparel CO.,LTD;FINISHED GOODS;Apparel;Nike;Collegiate;NICE APPAREL;No 26 Haiyang Yantai Economic Development Zone;Yantai;Shandong;265100;China;N ASIA;781;626;93;0
Beijing Our Clothing and Apparel Ltd;FINISHED GOODS;Apparel;Nike;;BEIJING CLOTHING;Room 103 Building 4  No 9 Shuangqiao Road;BeiJing;Beijing;100024;China;N ASIA;4;3;1;0
BAIKSAN (VIETNAM);MATERIALS;Footwear;Nike;;BAIKSAN;NO 50 ROAD 3 VSIP II HOA PHU PRECINCT;Binh Duong;Bình Duong;840000;Vietnam;SE ASIA;343;329;11;0
Jay Jay Mills Lanka (Pvt) Ltd - Expansion Unit T01;FINISHED GOODS;Apparel;Nike;;JAY JAY MILLS;Lot 1 2 3 4 5 and 23;Trincomalee;Trincomalee;31000;Sri Lanka;S ASIA;802;759;0;0
Evergreen Apparel Mfg.;FINISHED GOODS;Apparel;Nike;;YY & ASSOCIATES;845 NE Century Blvd;Hillsboro;Oregon;97127;USA;AMERICAS;21;16;75;0
FORMOSA TAFFETA DONG NAI CO., LTD.;MATERIALS;Apparel;Nike;;FORMOSA TAFFETA;Nhon Trach 3 Ind Zone Hiep Phuoc Town;Nhon Trach District;Ðng Nai;71000;Vietnam;SE ASIA;1127;988;53;6
SFO Apparel Inc. (Sewing & Cutting);FINISHED GOODS;Apparel;Nike;;SFO APPAREL;41 Park Place;Brisbane;California;94005;USA;AMERICAS;57;48;90;0
YKK Taiwan Chung Li 2nd Factory;MATERIALS;Footwear;Nike;;YKK;No 12 CHI LIN NORTH ROAD CHUNG LI;Taoyuan;Taoyuan;32062;Taiwan;N ASIA;1305;1169;1;25
Longhui Stella Footwear Co., Ltd;FINISHED GOODS - COMPONENTS;Footwear;Nike;Collegiate;STELLA;South east Industrial Park;Shaoyang City;Hunan;422200;China;N ASIA;842;777;89;0
Huaian Yuantong Headwear Mfg Co Ltd;FINISHED GOODS;Apparel;Nike;;ASIAN SOURCING HEADWEAR;NO 30 YAN HUANG AVENUE;HUAI AN;Jiangsu;223400;China;N ASIA;655;524;82;0
BODYLINE PVT LIMITED;FINISHED GOODS;Apparel;Nike;Collegiate;MAS HOLDINGS;RATNAPURA ROAD;HORANA;Kalutara;12400;Sri Lanka;S ASIA;5552;4782;83;0
Milteks Tekstil Sanayi ve Ticaret A S;FINISHED GOODS;Apparel;Nike;;MILTEKS;Bakir ve Pirinc Sanayicileri Sitesi;Istanbul;Istanbul;34520;Turkey;EMEA;177;78;43;0
SUPER KNITTING CAMBODIA;FINISHED GOODS;Apparel;Nike;;SUPER KNITTING;Haknuman Vilage Krang Thnong Commune Bati District;Takeo;Taakaev;210807;Cambodia;SE ASIA;1274;1224;0;1
FITA TEKSTIL KONF.LTD.STI;FINISHED GOODS;Apparel;Nike;;YESIM;PANAYIR MAH  6 SELVILI SK;Bursa;Bursa;16100;Turkey;EMEA;344;320;88;0
PT. CHING LUH INDONESIA;FINISHED GOODS;Footwear;Nike;;CHING LUH;JL. Raya Serang Km.16;Cikupa;Jawa Barat;15710;Indonesia;S ASIA;8492;7689;77;0
DONG SHIN VINA CO.,LTD;FINISHED GOODS;Footwear;Nike;Collegiate;DONG SHIN GLOBAL MARKETING TECHNOLOGY;Lot 6 Str 3 Giang Dien Industrial Zone Trang Bom Dong Nai;Trang Bom;Ðng Nai;76317;Vietnam;SE ASIA;105;44;0;0
G&G Outfitters, Inc.;FINISHED GOODS;Apparel;Nike;Collegiate;G AND G OUTFITTERS;4901 Forbes Blvd;Lanham;Maryland;20706;USA;AMERICAS;324;231;71;0
Xiamen Expanding Industrial Co., Ltd;FINISHED GOODS;Apparel;Nike;;HADDAD;NO 21 Siming Park Tongan Industrial Concentration Zone;Xiamen;Fujian;361000;China;N ASIA;78;70;57;0
SI HAN MANUFACTURING CO.,LTD.;FINISHED GOODS;Apparel;Nike;;SI HAN;No 9 east lincun third road ;Dongguan;Guangdong;523710;China;N ASIA;48;25;0;0
Brandix Apparel Solutions (PVT) LTD;FINISHED GOODS;Apparel;Nike;;BRANDIX SOLUTIONS;Bandarawatte;Rambukkana;Kegalla;71100;Sri Lanka;S ASIA;3032;2210;0;0
PT PAXAR INDONESIA (AVERY DENNISON GROUP);MATERIALS;Footwear;Nike;;AVERY DENNISON;Jalan Inti1  Blok C1 No 14;Bekasi;Jawa Barat;17550;Indonesia;S ASIA;404;325;20;0
CONG TIEN GARMENT JOINT STOCK COMPANY;FINISHED GOODS;Apparel;Nike;Collegiate;SOUTH ISLAND;27 Mac Van Thanh Street;Long Thuan Ward;Ðng Tháp;084;Vietnam;SE ASIA;1184;1015;85;0
KITAI CO., LTD;FINISHED GOODS;Apparel;Nike;;KITAI;32 taka;kashiba;Nara;639-0241;Japan;N ASIA;74;64;65;2
Ramatex Printing Garment (Suzhou) Ltd;MATERIALS;Apparel;Nike;;RAMATEX;168 Liufeng Road;Suzhou;Jiangsu;215124;China;N ASIA;570;495;35;0
PT.WONEEL MIDAS LEATHERS;FINISHED GOODS;Equipment;Nike;;PT. WONEEL MIDAS LEATHERS;Bangunsari Rt04 Rw03 Candirejo Semin;Gunungkidul;Yogyakarta;55854;Indonesia;S ASIA;1685;1544;74;0
DAERIM TEXTILE CO LTD (KOREA);MATERIALS;Footwear;Nike;;DAERIM TEXTILE;14 NOKSANSANDAN 382 RO 14BEON GIL;Busan;Busan Gwangyeogsi;46757;South Korea;N ASIA;75;55;21;15
Taichung Shuihing Label Weaving Co., Ltd.;FINISHED GOODS - COMPONENTS;Apparel;Nike;Collegiate;AVERY DENNISON;6 1 Gong 2nd Rd Dajia Taichung 43769 Taiwan ROC;Taichung;Taichung;43769;Taiwan;N ASIA;62;48;78;21
PT Tong Hong Tannery;MATERIALS;Footwear;Nike;;TONG HONG;KAWASAN INDUSTRI MODERN CIKANDE;Kabupaten Serang;Banten;42186;Indonesia;S ASIA;233;200;45;0
Yuan Ling Knitting Industrial CO., LTD.;MATERIALS;Footwear;Nike;;YUAN LING;202 ChangLu Road;Changhua City;Changhua;50083;Taiwan;N ASIA;213;96;21;61
Fashion Garments 2 Co., Ltd - Xuan Tay;FINISHED GOODS;Apparel;Nike;;HIRDARAMANI;Hamlet 1, Xuan Tay Commune, Cam My District, Dong Nai Pro;Cam My District;Ðng Nai;810000;Vietnam;SE ASIA;686;598;89;0
Fujian Xingxun New Materials Technology Co., Ltd.;FINISHED GOODS - COMPONENTS;Footwear;Nike;;FUJIAN XINGXUN NEW MATERIALS TECHNOLOGY CO., LTD.;WUHONG ROAD NO 17;QUANZHOU CITY;Fujian;362712;China;N ASIA;260;210;0;0
Vung Tau Orient Co., Ltd - unit 02;FINISHED GOODS;Equipment;Nike;Collegiate;FENG TAY AC;Chau Duc Industrial Zone;Chau Duc District;Bà Ra - Vung Tàu;79000;Vietnam;SE ASIA;2640;2556;73;0
NICE APPAREL COMPANY LIMITED;FINISHED GOODS;Apparel;Nike;Collegiate;NICE APPAREL;369 Moo 4 Manjakiri Road Muang Khonkaen;Khonkaen;Khon Kaen;40000;Thailand;SE ASIA;1253;890;68;0
PT Chang Shin Indonesia;FINISHED GOODS;Footwear;Nike;;CHANGSHIN;Jl Ir H Juanda No 008;Karawang;Jawa Barat;41374;Indonesia;S ASIA;2340;2247;78;0
Branch of Thuan Phuong Embroideries Garments Company Limited - Thuan Phuong Long An Factory;FINISHED GOODS;Apparel;Nike;;THUAN PHUONG;Hamlet 3 Long Cang Commune Can Duoc Dist Long An Province;Can Duoc;Long An;850000;Vietnam;SE ASIA;2440;1963;62;0
JIANGSU NINGSHENG GARMENT CO.,LTD   ;FINISHED GOODS;Apparel;Nike;;JIANGSU NINGSHENG GARMENT;No87 Renmin South Road Zhutang Town;WUXI;Jiangsu;214415;China;N ASIA;73;69;79;0
GILDAN TEXTILES DE SULA S DE R L RIO NANCE 6;MATERIALS;Apparel;Nike;;GILDAN;Zip San Miguel VI;Choloma;Cortés;21112;Honduras;AMERICAS;1822;1750;0;0
Worldon Vietnam Co., Ltd.;FINISHED GOODS;Apparel;Nike;Collegiate;SHENZHOU;Hoa Phu Commune Cu Chi District;Ho Chi Minh;Ho Chi Minh;70000;Vietnam;SE ASIA;7951;6905;83;0
Jade textile Ismailia S.A.E;FINISHED GOODS;Apparel;Nike;;YESIM;200 acres El Mostakbel Are Ismailia public Free Zone;Ismailia;AI Isma iliyah;41622;Egypt;EMEA;4797;3336;34;4
Thuan Phuong Embroideries Garments Co., Ltd.;FINISHED GOODS;Apparel;Nike;;THUAN PHUONG;275 Nguyen Van Luong St Dist 6 HCMC;Ho Chi Minh City;Ho Chi Minh;700000;Vietnam;SE ASIA;1263;978;51;0
FAR EASTERN;MATERIALS;Apparel;Nike;Collegiate;FAR EASTERN;No  1 Guojian 2nd Road;Taoyuan;Taoyuan;328;Taiwan;N ASIA;273;182;38;70
PT Dayup Indo;FINISHED GOODS;Equipment;Nike;;DAYUP;NUSANTARA BONDED ZONE KBN MADURA STREET 6 BLOCK D13A;JAKARTA;Jakarta Raya;14140;Indonesia;S ASIA;1446;1343;94;0
Marchon Italia Srl a SU;FINISHED GOODS;Equipment;Nike;;MARCHON;V.le Alpago 151;Alpago;Belluno;32016;Italy;EMEA;247;90;59;0
Hi-Tech Apparel Cambodia Co., Ltd.;FINISHED GOODS;Apparel;Nike;;HI TECH;A35 36 Poipet ONeang Special EcoZone;Poipet;Banteay Mean Chey;010902;Cambodia;SE ASIA;2784;2678;68;0
NV Apparel Company Limited;FINISHED GOODS;Apparel;Nike;Collegiate;NICE APPAREL;Lot C1 Binh Hoa Industrial Zone Chau Thanh An Giang;An Giang;An Giang;880000;Vietnam;SE ASIA;2008;1627;78;2
ECLAT FABRIC CO., LTD.;MATERIALS;Apparel;Nike;;ECLAT;My Xuan A2 Industrial Zone;Ba Ria-Vung Tau;Bà Ra - Vung Tàu;79000;Vietnam;SE ASIA;844;556;48;0
UN-AVAILABLE CO. LTD;FINISHED GOODS;Apparel;Nike;;UN AVAILABLE;Part of Lot I bar 3 St No 7;Ho Chi Minh;Ho Chi Minh;71914;Vietnam;SE ASIA;641;454;63;2
PETTENATI CENTRO AMERICA S.A. DE C.V.;MATERIALS;Apparel;Nike;;PETTENATI;Km 42 Carretera A Santa Ana;Coatepeque;Santa Ana;2204;El Salvador;AMERICAS;950;860;20;1
VEGA BALLS MANUFACTURING;FINISHED GOODS;Equipment;Nike;Collegiate;VEGA BALL;653 Mu4 Soi E6 Phatthana 1Road;Mueang Samut Prakan District;Samut Prakan;10280;Thailand;SE ASIA;268;252;75;0
MAPLE COMPANY LIMITED;FINISHED GOODS;Apparel;Nike;;RAMATEX;No 120 Road No 14;Hai Phong City;Hai Phong;04000;Vietnam;SE ASIA;3116;2749;72;0
Hoosier Manufacturing, Compania Limitada;FINISHED GOODS;Apparel;Nike;;INDIANA KNITWEAR;18 Avenida 37-39 Zona 12;Guatemala;Guatemala;01000;Guatemala;AMERICAS;474;453;57;0
TAG TIME;FINISHED GOODS - COMPONENTS;Apparel;Nike;;TAG TIME;NO 1 CHONGDE ROAD CUNTOU VILLAGE;Dongguan;Guangdong;523468;China;N ASIA;103;77;1;0
STANWELL-EXPAN CO. LTD;FINISHED GOODS - COMPONENTS;Apparel;Nike;Collegiate;STANWELL-EXPAN;No 8 Dinghu 9th St Gueishan;Taoyuan;Taoyuan;333;Taiwan;N ASIA;289;147;48;7
ShangGao Yisen Industry Co. Ltd.;FINISHED GOODS;Footwear;Nike;;POU CHEN;Youzidong Jingjiang Town ShangGao County YiChun City;YiChun;Jiangxi;336400;China;N ASIA;6529;5182;87;0
SAMBU FINE CHEMICAL CO LTD (INDONESIA);FINISHED GOODS - COMPONENTS;Footwear;Nike;;SAMBU FINE CHEMICAL;Jl Kenari Raya Blok G2 12B Delta Silicon V;Kabupaten Bekasi;Jawa Barat;17530;Indonesia;S ASIA;55;37;6;22
Yumei Shantou Garments Co., Ltd;FINISHED GOODS;Apparel;Nike;;EAGLE NICE;No 48 Heng Shan Rd;Shantou;Guangdong;515000;China;N ASIA;2422;1944;80;0
GOLD LONG JOHN (TR1) (TAIWAN);FINISHED GOODS - COMPONENTS;Footwear;Nike;;GOLD LONG JOHN;NO350  Fuxing Rd  Beidou Township;Changhua;Changhua;52147 / 51341;Taiwan;N ASIA;560;223;40;22
LUCKYTEX SOC TRANG VIETNAM CO., LTD;FINISHED GOODS;Apparel;Nike;Collegiate;TUNTEX;Lot H An Nghiep Industrial Zone An Ninh Commune;Can Tho;Sóc Trang;940000;Vietnam;SE ASIA;1121;826;75;0
Zhangjiagang New HuaYuan Accessones Co., Ltd;FINISHED GOODS;Apparel;Nike;Collegiate;HUAYUAN ACCESSORIES;No 1 Henan Road;Zhangjiagang;Jiangsu;215600;China;N ASIA;97;86;83;0
Style Raiwind;FINISHED GOODS;Apparel;Nike;;STYLE TEXTILE;8 Km Off Manga Raiwind Road;Kasur;Punjab;55150;Pakistan;S ASIA;20091;18417;18;0
TKG TAEKWNG BINH PHUOC COMPANY LIMITED;FINISHED GOODS - COMPONENTS;Footwear;Nike;;TAEKWANG;Lot E1 E2 Minh Hung Korea Industrial Park;Chon Than Townlet;Bình Phuc;83000;Vietnam;SE ASIA;1922;1745;77;0
Pine Tree Company for Textile Manufacturing PSC;FINISHED GOODS;Apparel;Nike;;RAMATEX;AL MUWAQQAR INDUSTRIAL ESTATE;AMMAN;Amman;110109;Jordan;EMEA;1737;1536;69;74
YOUNGIL (VIETNAM);MATERIALS;Footwear;Nike;;YOUNGIL LEATHER;LOT A6 1 4 THANH THANH CONG IP AN HOA WARD;TRANG BANG;Tây Ninh;80900;Vietnam;SE ASIA;1017;821;36;0
ACE Accessories Co., Ltd.;FINISHED GOODS;Equipment;Nike;;ACE ACCESSORIES;3F Nr 190 Gongye 9th Rd Dali Dist;TAICHUNG;Taichung;412037;Taiwan;N ASIA;74;50;86;0
SELF MAGLIERIA SRL;FINISHED GOODS;Apparel;Nike;;SELF MAGLIERIA;VIA RISORGIMENTO 48;Vertemate con Minoprio;Como;22070;Italy;EMEA;32;28;93;0
Shao Yang County SteIIa Footwear LTD ;FINISHED GOODS;Footwear;Nike;Collegiate;STELLA;Inside the industrial park of Shao Yang County;Shaoyang;Hunan;422100;China;N ASIA;1118;1035;96;0
Zhangpu Hengxin Bags Co., Ltd;FINISHED GOODS;Apparel;Nike;;ZHANGPU HENGXIN;NO 87 Changfa Road Changqiao Town Zhangpu;Zhangzhou;Fujian;363200;China;N ASIA;193;172;96;0
Fujian San Feng Footwear Co.,Ltd;FINISHED GOODS;Footwear;Nike;;FENG TAY;No. 399, ChengMen Street, ChengMen Town, CangShan Districts;Fuzhou;Fujian;350018;China;N ASIA;3558;2890;84;0
Brandix Apparel Solutions (Pvt) Limited – Essentials, Koggala;FINISHED GOODS;Apparel;Nike;;BRANDIX ASIA HOLDINGS;No 27, Export processing zone;Koggala;Galle;80630;Sri Lanka;S ASIA;1014;934;84;0
Song Hong Garment JSC - Nghia Hung Branch: Factory 15,16,17,18;FINISHED GOODS;Apparel;Nike;;SONG HONG;Industrial Cluster in Nghia Thai Commune;Nam Dinh/ Nam Dinh;Nam Ðnh;420000;Vietnam;SE ASIA;1915;1770;80;0
FOSHAN COSMO HUAZHOU TEXTILE CO.,LTD.;MATERIALS;Footwear;Nike;;COSMOPOLITAN TEXTILE;N0 9  (F8) KAIYUAN ROAD;Foshan;Guangdong;528000;China;N ASIA;164;115;30;0
TORAY SAKAI CO. LTD.;MATERIALS;Apparel;Nike;;TORAY;301 Ruixing Road;Nantong;Jiangsu;226009;China;N ASIA;1600;1200;40;0
Maxturn Apparel Company Limited;FINISHED GOODS;Apparel;Nike;;MAXTURN APPAREL;Unit G1 B Que Vo Industrial Zone;Bac Ninh;Bc Ninh;16000;Vietnam;SE ASIA;1146;1089;0;2
HAYLEYS FABRIC PLC ;MATERIALS;Apparel;Nike;;MAS HOLDINGS;Nartupana Estate;Neboda;Kalutara;12030;Sri Lanka;S ASIA;1660;1228;12;0
United Creation Optical (Cambodia) Co. Ltd.;FINISHED GOODS;Equipment;Nike;;UNITED CREATION;Block K Block Q National Road No 41;Somoroung Tong;Kampong Spueu;050109;Cambodia;SE ASIA;329;295;0;14
ANHUI COSMO SPORTING GOODS COMPANY LIMITED;FINISHED GOODS;Equipment;Nike;;ANHUI COSMO;Economic Development Zone, Jinzhai County;Lu an;Anhui;237321;China;N ASIA;366;330;95;0
Dongguan Ye Ji Industrial Co., Ltd.;FINISHED GOODS;Apparel;Nike;;CRYSTAL;Room 101 No3 Building No112 Chang Huang Road;DONGGUAN CITY;Guangdong;523570;China;N ASIA;909;796;63;0
TRIMCO GROUP (INDIA) PVT LTD;FINISHED GOODS - COMPONENTS;Apparel;Nike;;TRIMCO GROUP;Plot No 6 and 7 ;Vasai East ;Maharashtra;401208;India;S ASIA;120;75;0;0
TMVN MANUFACTURING CO.,LTD.;FINISHED GOODS;Apparel;Nike;;TP INC;Bac Giao Cu Trung Hamlet Dong Son Commune Nam Truc District;Nam Dinh;Nam Ðnh;07000;Vietnam;SE ASIA;2675;2449;94;0
NAN YANG GARMENT CO., LTD.;FINISHED GOODS;Apparel;Nike;Collegiate;NAN YANG;27 Phetkasem Rd;Nongkham;Bangkok;10160;Thailand;SE ASIA;1255;1016;66;81
BAIKSAN (TR1) (INDONESIA);MATERIALS;Footwear;Nike;;BAIKSAN;JL  BUMI MAS I NO 7 KAWASAN INDUSTRI DAN PERGUDANGAN;Tangerang Banten;Banten;15710;Indonesia;S ASIA;431;286;17;0
Maxpro Sports Manufacturing Inc.;FINISHED GOODS;Equipment;Nike;;MAXPRO;Phil Bright Corp Lot 1 Block 8 Hermosa Ecozone Industrial ;Bataan;Bataan;2111;Philippines;N ASIA;167;134;44;0
Hoosier Manufacturing;FINISHED GOODS;Apparel;Nike;;INDIANA KNITWEAR;Calzada concepcion 5ta calle 5 26 Zona 6 Ofi;Villa Nueva;Guatemala;01064;Guatemala;AMERICAS;3422;3091;63;0
United Creation Optical Technology Co., Ltd;FINISHED GOODS;Equipment;Nike;;UNITED CREATION;D2 2 Mingde Road Glasses Industrial Park Yujiang District;Yingtan;Jiangxi;335200;China;N ASIA;387;224;100;0
Business Location of MDK Embroideries Garments Company Limited - Binh Chanh Factory;FINISHED GOODS;Apparel;Nike;;THUAN PHUONG;191 Dinh Duc Thien Street;Binh Chanh District;Ho Chi Minh;700000;Vietnam;SE ASIA;742;697;77;0
MILTEKS TEXTILE EGYPT;FINISHED GOODS;Apparel;Nike;;MILTEKS;6th of October Industrial zone 1 B42 no196;Cairo;AI Jizah;12451;Egypt;EMEA;695;608;68;0
Dong Guan New Prosperity Optical Mfy Ltd. Chang An Branch;FINISHED GOODS;Equipment;Nike;;SUN HING OPTICAL;No 43 XinFeng Road XinMin District ChangAn Town;Dongguan;Guangdong;523879;China;N ASIA;81;70;65;0
Wenzhou Outlook Eyewear Co., Ltd;FINISHED GOODS;Equipment;Nike;;WENZHOU OUTLOOK;Number 12  Shengye Rd  Lucheng District;Wenzhou;Zhejiang;325019;China;N ASIA;29;22;50;0
Gold Long John (Vietnam 2nd location);FINISHED GOODS - COMPONENTS;Footwear;Nike;;GOLD LONG JOHN;Road 25B Nhon Trach 2 Industrial Zone;Nhon Trach;Ðng Nai;815956;Vietnam;SE ASIA;743;550;67;0
CHUAN CHENG HAT CO., LTD.;FINISHED GOODS;Apparel;Nike;;CHUAN CHENG;No 56 Chung Shan Road;TAICHUNG;Taichung;428;Taiwan;N ASIA;121;102;86;19
Ajara Textile Ltd (Bobokvati);FINISHED GOODS;Apparel;Nike;;MILTEKS;Bobokvati Street 14 Bobokvati Village;Kobuleti;Ajaria;6200;Georgia;EMEA;1507;1382;96;0
Skyrina.SA de C.V;FINISHED GOODS;Apparel;Nike;Collegiate;SABRINA;Federal Highway 129;Tlatlauquitepec;Puebla;73907;Mexico;AMERICAS;350;300;0;0
LEADING STAR THANH HOA GARMENT COMPANY LIMITED;FINISHED GOODS;Apparel;Nike;;LEADING STAR; Lot CN 04 South Zone A Bim Son Industrial park Bac Son Ward;Bim Son;Thanh Hóa;44000;Vietnam;SE ASIA;1223;992;0;0
